expenditure_date,payee_name,payee_clean,address,payee_type,amount,committee_name,expense_category,expense_purpose,expense_toward,expense_method,vendor,fundtype,comments,x
2021-06-12,Bluehost-Endurance International Group,Bluehost-Endurance International Group,1500 North Priest Drive  Suite 200  2nd Floor  Tempe  Arizona 85281,Business/Group/Organization,154.0800,Walton  Jay for Delegate,Media,Media - Website Development,,Debit Card,,Electoral,,
2021-06-24,No Other Name Studios,No Other Name Studios,7817 Highpoint Rd.  Parkville  Maryland 21234,Business/Group/Organization,250.0000,Walton  Jay for Delegate,Media,Media - Website Development,,Debit Card,,Electoral,,
2021-07-10,No Other Name Studios,No Other Name Studios,7817 Highpoint Rd.  Parkville  Maryland 21234,Business/Group/Organization,250.0000,Walton  Jay for Delegate,Media,Media - Website Development,,Debit Card,,Electoral,,
2021-12-31,Facebook Inc,Facebook/Meta,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,450.9700,Brooks  Brandy Power Posse,Media,Online Advertising,,Credit Card/MasterCard,,Electoral,,
2022-01-03,Exclamation Imagery,Exclamation Imagery,10512 Pennydog Lane  Silver Spring  Maryland 20902,Business/Group/Organization,90.0000,Brooks  Brandy Power Posse,Media,Consulting Fees - Media,,EFT,,Electoral,,
2022-07-07,Serbin Media,Serbin Media,10351 Lake Vista Ct  Parkland  Florida 33076,Business/Group/Organization,1500.0000,Novotny  Reid J. Elect,Media,Online Advertising,,EFT,,Electoral,,
2022-08-03,Serbin Media,Serbin Media,10351 Lake Vista Ct  Parkland  Florida 33076,Business/Group/Organization,1500.0000,Novotny  Reid J. Elect,Media,Online Advertising,,EFT,,Electoral,,
2021-12-13,Action Network,Action Network,1900 L St. NW  Suite 900  Washington  District Of Columbia 20036,Business/Group/Organization,10.6000,Childs  Carlos for Maryland,Media,Online Advertising,,EFT,,Electoral,,
2022-01-03,Google LLC Workspace,Google LLC Workspace,1600 Amphitheatre Pkwy  Mountain View  California 94043,Business/Group/Organization,6.3600,Childs  Carlos for Maryland,Media,Online Advertising,,EFT,,Electoral,,
2022-01-12,Action Network,Action Network,1900 L St. NW  Suite 900  Washington  District Of Columbia 20036,Business/Group/Organization,10.6000,Childs  Carlos for Maryland,Media,Online Advertising,,EFT,,Electoral,,
2021-10-04,Rewired LLC,Rewired LLC,,Business/Group/Organization,1042.7500,Ivey  Julian Friends of,Media,Phones / Robo calls,,Debit Card,,Electoral,,
2021-10-05,Jordan Colquitt,Jordan Colquitt,6324 67th Ct  Riverdale  Maryland 20737,Individual,100.0000,Ivey  Julian Friends of,Media,Graphic Design,,EFT,,Electoral,,
2021-10-18,Do Big Things,Do Big Things  LLC,,Business/Group/Organization,681.5000,Ivey  Julian Friends of,Media,Graphic Design,,Debit Card,,Electoral,,
2021-04-16,Streetcar Suburbs Publishing Inc.,Streetcar Suburbs Publishing Inc.,Po Box 132  Hyattsville  Maryland 20781,Business/Group/Organization,175.0000,Team 21 Slate,Media,Newspaper,,Check,,Electoral,,
2021-06-30,Streetcar Suburbs Publishing Inc.,Streetcar Suburbs Publishing Inc.,Po Box 132  Hyattsville  Maryland 20781,Business/Group/Organization,350.0000,Team 21 Slate,Media,Newspaper,,Check,,Electoral,,
2021-07-27,Streetcar Suburbs Publishing Inc.,Streetcar Suburbs Publishing Inc.,Po Box 132  Hyattsville  Maryland 20781,Business/Group/Organization,175.0000,Team 21 Slate,Media,Newspaper,,Check,,Electoral,,
2021-11-10,LATASHA RENEE  WARD,LATASHA RENEE  WARD,4403 Holmehurst way  Bowie  Maryland 20720-3453,Self (Candidate),1500.0000,Ward  LaTasha Friends of,Media,Consulting Fees - Media,,Electronic Check,Amplotech,Electoral,,
2021-11-04,LATASHA RENEE  WARD,LATASHA RENEE  WARD,4403 Holmehurst way  Bowie  Maryland 20720-3453,Self (Candidate),500.0000,Ward  LaTasha Friends of,Media,Media - Website Development,,,Go Promote You, LLC,Electoral,The Campaign owe Go Promote You/ LaTasha Ward for the www.LaTashaWard.com
2021-10-25,LATASHA RENEE  WARD,LATASHA RENEE  WARD,4403 Holmehurst way  Bowie  Maryland 20720-3453,Self (Candidate),250.0000,Ward  LaTasha Friends of,Media,Videos,,Check,Anthony Jefferson,Electoral,Chayce Royals Production  did my video for fundraiser,
2021-11-12,LATASHA RENEE  WARD,LATASHA RENEE  WARD,4403 Holmehurst way  Bowie  Maryland 20720-3453,Self (Candidate),500.0000,Ward  LaTasha Friends of,Media,Videos,,Check,Anthony Jefferson,Electoral,Chayce Royals Production marketing video,
2021-08-09,Thomas Maurice  DeGonia,Thomas Maurice  DeGonia,4328 Leeds Hall Drive  Olney  Maryland 20832,Self (Candidate),108.0000,DeGonia  Tom Friends Of,Media,Online Advertising,,Credit Card/Visa,Optin Monster,Electoral,,
2021-09-27,Thomas Maurice  DeGonia,Thomas Maurice  DeGonia,4328 Leeds Hall Drive  Olney  Maryland 20832,Self (Candidate),324.4300,DeGonia  Tom Friends Of,Media,Book/Brochure Advertising,,Credit Card/MasterCard,J Franklyn Bourne,Electoral,,
2021-09-08,The Campaign Workshop,The Campaign Workshop,5614 Connecticut Ave NW  PO Box #290  Washington DC  District Of Columbia 20015,Business/Group/Organization,2250.0000,DeGonia  Tom Friends Of,Media,Media - Website Development,,Check,,Electoral,,
2021-10-07,The Campaign Workshop,The Campaign Workshop,5614 Connecticut Ave NW  Washington DC  Maryland 20015,Business/Group/Organization,2250.0000,DeGonia  Tom Friends Of,Media,Media - Website Development,,Check,,Electoral,,
2021-12-02,The Campaign Workshop,The Campaign Workshop,5614 Connecticut Ave NW  #290  Washington DC  District Of Columbia 20015,Business/Group/Organization,2000.0000,DeGonia  Tom Friends Of,Media,Media - Website Development,,Check,,Electoral,,
2022-02-02,Daley Professional Web Solutions,Daley Professional Web Solutions,211 Cardinal Drive  Montgomery  New York 12549,Business/Group/Organization,345.0000,Schiano DiCola  Jazmin Friends of,Media,Media - Website Development,,Debit Card,,Electoral,,
2022-07-15,Youngshine Media  LLC,Youngshine Media  LLC,99 Clinton Rd  West Caldwell  New Jersey 07006,Business/Group/Organization,52.6300,CASA in Action,Media,Radio,,Credit Card/Visa,Jones, Adrienne Citizens For,Electoral,
2022-07-15,Youngshine Media  LLC,Youngshine Media  LLC,99 Clinton Rd  West Caldwell  New Jersey 07006,Business/Group/Organization,52.6300,CASA in Action,Media,Radio,,Credit Card/Visa,Solis, Alexis Friends of,Electoral,
2022-07-15,Youngshine Media  LLC,Youngshine Media  LLC,99 Clinton Rd  West Caldwell  New Jersey 07006,Business/Group/Organization,52.6300,CASA in Action,Media,Radio,,Credit Card/Visa,Anthony Brown for Congress,Electoral,,
2022-07-15,Youngshine Media  LLC,Youngshine Media  LLC,99 Clinton Rd  West Caldwell  New Jersey 07006,Business/Group/Organization,52.6300,CASA in Action,Media,Radio,,Credit Card/Visa,Martinez, Ashanti  Friends of,Electoral,
2022-07-15,Youngshine Media  LLC,Youngshine Media  LLC,99 Clinton Rd  West Caldwell  New Jersey 07006,Business/Group/Organization,52.6300,CASA in Action,Media,Radio,,,Lierman, Brooke for Maryland,Electoral,
2022-07-15,Youngshine Media  LLC,Youngshine Media  LLC,99 Clinton Rd  West Caldwell  New Jersey 07006,Business/Group/Organization,52.6300,CASA in Action,Media,Radio,,,Stevenson, Chris Friends of,Electoral,
2022-07-15,Youngshine Media  LLC,Youngshine Media  LLC,99 Clinton Rd  West Caldwell  New Jersey 07006,Business/Group/Organization,52.6300,CASA in Action,Media,Radio,,Wire Transfer,Fraser-Hidalgo, (David) For 15,Electoral,
2022-07-15,Youngshine Media  LLC,Youngshine Media  LLC,99 Clinton Rd  West Caldwell  New Jersey 07006,Business/Group/Organization,52.6300,CASA in Action,Media,Radio,,Credit Card/Visa,Taveras, Deni Friends of,Electoral,
2022-07-15,Youngshine Media  LLC,Youngshine Media  LLC,99 Clinton Rd  West Caldwell  New Jersey 07006,Business/Group/Organization,52.6300,CASA in Action,Media,Radio,,Credit Card/Visa,Oriadha, Krystal Friends of,Electoral,
2022-07-15,Youngshine Media  LLC,Youngshine Media  LLC,99 Clinton Rd  West Caldwell  New Jersey 07006,Business/Group/Organization,52.6300,CASA in Action,Media,Radio,,Credit Card/Visa,Ward, LaTasha Friends of,Electoral,
2022-07-15,Youngshine Media  LLC,Youngshine Media  LLC,99 Clinton Rd  West Caldwell  New Jersey 07006,Business/Group/Organization,52.6300,CASA in Action,Media,Radio,,Credit Card/Visa,Acevero, Gabriel Friends of,Electoral,
2022-07-15,Youngshine Media  LLC,Youngshine Media  LLC,99 Clinton Rd  West Caldwell  New Jersey 07006,Business/Group/Organization,52.6300,CASA in Action,Media,Radio,,Credit Card/Visa,Endow, Logan Friends of,Electoral,
2022-07-15,Youngshine Media  LLC,Youngshine Media  LLC,99 Clinton Rd  West Caldwell  New Jersey 07006,Business/Group/Organization,52.6300,CASA in Action,Media,Radio,,Credit Card/Visa,Socol, Max Neighbors for,Electoral,
2021-10-20,Ethnic Technologies  LLC,Ethnic Technologies  LLC,600 Huyler St  South Hackensack  New Jersey 07606,Business/Group/Organization,557.1000,Team 21 Slate,Media,Consulting Fees - Media,,Check,,Electoral,,
2021-10-20,Streetcar Suburbs Publishing Inc.,Streetcar Suburbs Publishing Inc.,Po Box 132  Hyattsville  Maryland 20781,Business/Group/Organization,175.0000,Team 21 Slate,Media,Newspaper,,Check,,Electoral,,
2021-06-19,Stephen Longnecker,Stephen Longnecker,10730 Hershey Drive  Williamsport  Maryland 21795,Individual,123.5000,Thiam  Brenda Supporters of,Media,Media - Website Development,,Check,Godaddy,Electoral,Reimbursement for website design and hosting,
2021-06-07,Salsa Labs Inc,Salsa Labs Inc,1700 Connecticut Ave. NW  Washington  District Of Columbia 20009,Business/Group/Organization,55.6500,Kent County Democratic Central Committee,Media,Media - Website Development,,Debit Card,,Electoral,,
2021-10-08,Salsa Labs Inc,Salsa Labs Inc,1700 Connecticut Ave. NW  Washington  District Of Columbia 20009,Business/Group/Organization,226.0000,Kent County Democratic Central Committee,Media,Media - Website Development,,Debit Card,,Electoral,,
2021-11-04,Salsa Labs Inc,Salsa Labs Inc,1700 Connecticut Ave. NW  Washington  District Of Columbia 20009,Business/Group/Organization,55.6500,Kent County Democratic Central Committee,Media,Media - Website Development,,Debit Card,,Electoral,,
2021-12-06,Salsa Labs Inc,Salsa Labs Inc,1700 Connecticut Ave. NW  Washington  District Of Columbia 20009,Business/Group/Organization,55.6500,Kent County Democratic Central Committee,Media,Media - Website Development,,Debit Card,,Electoral,,
2021-12-07,Wordpress,Wordpress,60 29th St. #343  San Francisco  California 94110,Business/Group/Organization,96.0000,Kent County Democratic Central Committee,Media,Media - Website Development,,Debit Card,,Electoral,,
2022-01-04,Salsa Labs Inc,Salsa Labs Inc,1700 Connecticut Ave. NW  Washington  District Of Columbia 20009,Business/Group/Organization,55.6500,Kent County Democratic Central Committee,Media,Media - Website Development,,Debit Card,,Electoral,,
2021-08-18,Facebook,Facebook/Meta,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,3.3800,Hardy  Sherman The People to Elect,Media,Online Advertising,,Debit Card,,Electoral,,
2021-09-02,Facebook,Facebook/Meta,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,15.0000,Hardy  Sherman The People to Elect,Media,Online Advertising,,Debit Card,,Electoral,,
2021-09-07,Facebook,Facebook/Meta,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,25.0000,Hardy  Sherman The People to Elect,Media,Online Advertising,,Debit Card,,Electoral,,
2021-09-15,Facebook,Facebook/Meta,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,33.0000,Hardy  Sherman The People to Elect,Media,Online Advertising,,Debit Card,,Electoral,,
2021-09-15,National Builder,NationBuilder,520 S Grand Ave  Los Angeles  California 90071,Business/Group/Organization,228.0000,Hardy  Sherman The People to Elect,Media,Online Advertising,,Debit Card,,Electoral,,
2021-12-07,Michael Edmond,Michael Edmond,7828 Hanover Pkwy  Apt. #203  Greenbelt  Maryland 20770,Individual,2100.0000,Washington  Alonzo Friends for,Media,Media - Website Development,,Check,,Electoral,,
2021-08-30,Bully Pulpit Interactive  LLC,Bully Pulpit Interactive  LLC,1445 New York Ave NW  Fl 5  Washington  District Of Columbia 20005,Business/Group/Organization,30000.0000,Perez  Tom for Maryland,Media,Online Advertising,,Check,,Electoral,Digital Advertisement,
2021-09-08,Bully Pulpit Interactive  LLC,Bully Pulpit Interactive  LLC,1445 New York Ave NW  Fl 5  Washington  District Of Columbia 20005,Business/Group/Organization,11250.0000,Perez  Tom for Maryland,Media,Online Advertising,,Check,,Electoral,Digital Advertisement,
2021-10-06,Bully Pulpit Interactive  LLC,Bully Pulpit Interactive  LLC,1445 New York Ave NW  Fl 5  Washington  District Of Columbia 20005,Business/Group/Organization,11250.0000,Perez  Tom for Maryland,Media,Online Advertising,,Check,,Electoral,Digital Advertisement,
2021-11-26,Bully Pulpit Interactive  LLC,Bully Pulpit Interactive  LLC,1445 New York Ave NW  Fl 5  Washington  District Of Columbia 20005,Business/Group/Organization,638.6700,Perez  Tom for Maryland,Media,Online Advertising,,Check,,Electoral,Digital Advertisement,
2021-12-28,Bully Pulpit Interactive  LLC,Bully Pulpit Interactive  LLC,1445 New York Ave NW  Fl 5  Washington  District Of Columbia 20005,Business/Group/Organization,278.4500,Perez  Tom for Maryland,Media,Online Advertising,,Check,,Electoral,Digital Advertisement,
2021-11-03,Cool & Associates LLC,Cool & Associates LLC,909 Baltimore Blvd  Ste 147  Westminster  Maryland 21157,Business/Group/Organization,3716.7000,Perez  Tom for Maryland,Media,Media - Website Development,,Check,,Electoral,Website Services,
2021-11-04,Baltimore Sun,The Baltimore Sun,300 E Cromwell St   Baltimore  Maryland 21230,Business/Group/Organization,140.0000,Endow  Logan Friends of,Media,Newspaper,,Debit Card,,Electoral,,
2021-11-23,Zack Fowler,Zack Fowler,3400 N. Charles Street  Baltimore  Maryland 21218,Individual,75.0000,Endow  Logan Friends of,Media,Graphic Design,,Debit Card,,Electoral,,
2021-07-23,Canva,Canva,2/2 Lacey St  Surry Hills  AUSTRALIA,Business/Group/Organization,12.9500,Porter  Phylicia Friends for,Media,Media - Website Development,,EFT,,Electoral,,
2022-06-17,Access Marketing,Access Marketing,P.O. Box 913026  Denver  Colorado 80291-3026,Business/Group/Organization,26350.0000,Maryland REALTORS Political Fund,Media,Online Advertising,RONALD WATSON - SUPPORT,,,Electoral,online ads - 4 weeks,
2022-06-17,Access Marketing,Access Marketing,P.O. Box 913026  Denver  Colorado 80291-3026,Business/Group/Organization,4810.0000,Maryland REALTORS Political Fund,Media,Online Advertising,STUART SCHMIDT - SUPPORT,,,Electoral,Online Ads - 4 weeks,
2021-09-29,David Asche Photography  LLC,David Asche Photography  LLC,1609 Isherwood St NE  Apt 3  Washington  District Of Columbia 20002,Business/Group/Organization,375.0000,Perez  Tom for Maryland,Media,Consulting Fees - General,,Check,,Electoral,Photography Services,
2021-10-27,DaVision Entertainment,DaVision Entertainment,2802 N Howard St  Baltimore  Maryland 21218,Business/Group/Organization,300.0000,Perez  Tom for Maryland,Media,Videos,,Check,,Electoral,Video Editing,
2021-07-07,Declaration Media  LLC,Declaration Media  LLC,18 Buist Ave  Greenville  South Carolina 29609,Business/Group/Organization,45271.9300,Perez  Tom for Maryland,Media,Online Advertising,,Check,,Electoral,Ad Production,
2021-10-06,Every Zip Code Counts,Every Zip Code Counts,611 Pennsylvania Ave SE  # 143  Washington  District Of Columbia 20003,Non-Profit Organization,4500.0000,Perez  Tom for Maryland,Media,Survey/Polls,,Check,,Electoral,Research Services,
2021-10-27,Financial Innovations  Inc.,Financial Innovations  Inc.,1 Weingeroff Blvd  Cranston  Rhode Island 02910,Business/Group/Organization,800.0000,Perez  Tom for Maryland,Media,Media - Website Development,,Check,,Electoral,Webstore Development,
2021-11-17,Financial Innovations  Inc.,Financial Innovations  Inc.,1 Weingeroff Blvd  Cranston  Rhode Island 02910,Business/Group/Organization,2358.2900,Perez  Tom for Maryland,Media,Media - Website Development,,Check,,Electoral,Webstore Development,
2021-12-08,Financial Innovations  Inc.,Financial Innovations  Inc.,1 Weingeroff Blvd  Cranston  Rhode Island 02910,Business/Group/Organization,416.1000,Perez  Tom for Maryland,Media,Media - Website Development,,Check,,Electoral,Webstore Development,
2021-09-07,Square Space Inc.,SQUARESPACE INC.,225 Varick St. 12th floor  New York  New York 10014,Business/Group/Organization,27.5600,Benn  Sarahia Friends to Elect,Media,Media - Website Development,,Debit Card,,Electoral,Website Builder,
2021-09-28,ZF Media LLC,ZF Media LLC,4225 Declaration Circle  Belcamp  Maryland 21017,Business/Group/Organization,200.0000,Benn  Sarahia Friends to Elect,Media,Media - Website Development,,Check,,Electoral,Campaign website development,
2021-10-14,Square Space Inc.,SQUARESPACE INC.,225 Varick St.  12 floor  New York  New York 10014,Business/Group/Organization,27.5600,Benn  Sarahia Friends to Elect,Media,Media - Website Development,,Debit Card,,Electoral,Website Builder,
2021-11-04,Square Space Inc.,SQUARESPACE INC.,225 Varick St. 12th floor  New York  New York 10014,Business/Group/Organization,27.5600,Benn  Sarahia Friends to Elect,Media,Media - Website Development,,Debit Card,,Electoral,,
2021-12-06,Square Space Inc.,SQUARESPACE INC.,225 Varick St.  12 floor  New York  New York 10014,Business/Group/Organization,27.5600,Benn  Sarahia Friends to Elect,Media,Media - Website Development,,Debit Card,,Electoral,,
2022-01-04,Square Space Inc.,SQUARESPACE INC.,225 Varick St.  12 floor  New York  New York 10014,Business/Group/Organization,27.5600,Benn  Sarahia Friends to Elect,Media,Media - Website Development,,Debit Card,,Electoral,,
2022-09-26,Clea Event Productions,Clea Event Productions,11622 Amaralles Drive  Reisterstown  Maryland 21136,Business/Group/Organization,1440.0000,Brooks  Benjamin Friends of,Media,Media - Website Development,,Check,,Electoral,,
2022-08-31,Bethesda Beat,Bethesda Beat,6116 Executive Blvd  Suite 740  N Bethesda  Maryland 20852,Business/Group/Organization,3735.0000,Elrich  Marc for County Executive,Media,Book/Brochure Advertising,,Debit Card,,Electoral,Magazine ad,
2022-09-12,GetThru,GetThru,P.O. Box 2690  Alameda  California 94501,Business/Group/Organization,3209.6800,Elrich  Marc for County Executive,Media,Phones / Robo calls,,Debit Card,,Electoral,Texting service,
2022-10-04,County Times,County Times,914 W. Main Street  Crisfield  Maryland 21817,Business/Group/Organization,540.0000,Laird  Randy Citizens to elect,Media,Newspaper,,Check,,Electoral,Purchased three weekly political ads.,
2022-01-03,Facebook,Facebook/Meta,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,38.1100,Glass  Evan Neighbors of,Media,Online Advertising,,Debit Card,,Electoral,,
2021-09-23,Canva,Canva,2/2 Lacey St  Surry Hills  AUSTRALIA,Business/Group/Organization,12.9500,Porter  Phylicia Friends for,Media,Media - Website Development,,EFT,,Electoral,,
2021-10-01,Calendy,Calendy,271 17th St NW  Atlanta  Georgia 30362,Business/Group/Organization,15.9000,Porter  Phylicia Friends for,Media,Media - Website Development,,EFT,,Electoral,,
2021-10-08,Squarespace,Squarespace,8 Clarkson St  New York  New York 10014,Business/Group/Organization,27.5600,Porter  Phylicia Friends for,Media,Media - Website Development,,EFT,,Electoral,,
2021-10-18,Squarespace,Squarespace,8 Clarkson St  New York  New York 10014,Business/Group/Organization,12.7200,Porter  Phylicia Friends for,Media,Media - Website Development,,EFT,,Electoral,,
2021-10-23,Canva,Canva,2/2 Lacey St  Surry Hills  AUSTRALIA,Business/Group/Organization,12.9500,Porter  Phylicia Friends for,Media,Media - Website Development,,EFT,,Electoral,,
2021-11-01,Calendy,Calendy,271 17th St NW  Atlanta  Georgia 30362,Business/Group/Organization,15.0000,Porter  Phylicia Friends for,Media,Media - Website Development,,EFT,,Electoral,,
2021-11-08,Squarespace,Squarespace,8 Clarkson St  New York  New York 10014,Business/Group/Organization,27.5600,Porter  Phylicia Friends for,Media,Media - Website Development,,EFT,,Electoral,,
2021-11-17,Squarespace,Squarespace,8 Clarkson St  New York  New York 10014,Business/Group/Organization,12.7200,Porter  Phylicia Friends for,Media,Media - Website Development,,EFT,,Electoral,,
2021-11-23,Canva,Canva,2/2 Lacey St  Surry Hills  AUSTRALIA,Business/Group/Organization,12.9500,Porter  Phylicia Friends for,Media,Media - Website Development,,EFT,,Electoral,,
2021-12-01,Canva,Canva,2/2 Lacey St  Surry Hills  AUSTRALIA,Business/Group/Organization,15.0000,Porter  Phylicia Friends for,Media,Media - Website Development,,EFT,,Electoral,,
2021-12-08,Squarespace,Squarespace,8 Clarkson St  New York  New York 10014,Business/Group/Organization,27.5600,Porter  Phylicia Friends for,Media,Media - Website Development,,EFT,,Electoral,,
2021-12-09,ActBlue,ActBlue,366 Summer St  Somerville  Massachusetts 02144,Business/Group/Organization,2.7500,Porter  Phylicia Friends for,Media,Media - Website Development,,EFT,,Electoral,,
2021-12-17,Squarespace,Squarespace,8 Clarkson St  New York  New York 10014,Business/Group/Organization,12.7200,Porter  Phylicia Friends for,Media,Media - Website Development,,EFT,,Electoral,,
2021-10-25,Washington Post,Washington Post,1301 K Street  Washington  District Of Columbia 20071,Business/Group/Organization,15.9000,Bevins  Cathy Friends Of,Media,Newspaper,,Debit Card,,Electoral,,
2021-11-22,Washington Post,Washington Post,1301 K Street  Washington  District Of Columbia 20071,Business/Group/Organization,15.9000,Bevins  Cathy Friends Of,Media,Newspaper,,Debit Card,,Electoral,,
2021-12-20,Washington Post,Washington Post,1301 K Street  Washington  District Of Columbia 20071,Business/Group/Organization,15.9000,Bevins  Cathy Friends Of,Media,Newspaper,,Debit Card,,Electoral,,
2021-04-23,SoGoSurvey,SoGoSurvey,2291 Wood Oak Drive  Suite 300  Herndon  Virginia 20171,Business/Group/Organization,299.0000,Arikan  Lauren Friends Of,Media,Survey/Polls,,Debit Card,,Electoral,,
2021-06-21,GKCA,GKCA,11 Kings Glen Ct  Kingsville  Maryland 21087,Business/Group/Organization,125.0000,Arikan  Lauren Friends Of,Media,Book/Brochure Advertising,,Check,,Electoral,,
2022-01-11,Maryland Federation of Women's Clubs Inc,Maryland Federation of Women's Clubs Inc,17710 Mill Branch Place  Bowie  Maryland 20716,Business/Group/Organization,103.4800,Arikan  Lauren Friends Of,Media,Book/Brochure Advertising,,Debit Card,,Electoral,,
2021-06-21,Affordable Internet Services Online  Inc.,Affordable Internet Services Online  Inc.,25655 Louisa Lane  Romoland  California 92585,Business/Group/Organization,12.9500,Montgomery County Green Central Committee,Media,Online Advertising,,Electronic Check,,Electoral,,
2021-07-20,Affordable Internet Services Online  Inc.,Affordable Internet Services Online  Inc.,25655 Louisa Lane  Romoland  California 92585,Business/Group/Organization,12.9500,Montgomery County Green Central Committee,Media,Online Advertising,,Electronic Check,,Electoral,,
2021-08-20,Affordable Internet Services Online  Inc.,Affordable Internet Services Online  Inc.,25655 Louisa Lane  Romoland  California 92585,Business/Group/Organization,12.9500,Montgomery County Green Central Committee,Media,Online Advertising,,Electronic Check,,Electoral,,
2021-09-20,Affordable Internet Services Online  Inc.,Affordable Internet Services Online  Inc.,25655 Louisa Lane  Romoland  California 92585,Business/Group/Organization,12.9500,Montgomery County Green Central Committee,Media,Online Advertising,,Electronic Check,,Electoral,,
2021-10-20,Affordable Internet Services Online  Inc.,Affordable Internet Services Online  Inc.,25655 Louisa Lane  Romoland  California 92585,Business/Group/Organization,12.9500,Montgomery County Green Central Committee,Media,Online Advertising,,Electronic Check,,Electoral,,
2021-11-20,Affordable Internet Services Online  Inc.,Affordable Internet Services Online  Inc.,25655 Louisa Lane  Romoland  California 92585,Business/Group/Organization,12.9500,Montgomery County Green Central Committee,Media,Online Advertising,,Electronic Check,,Electoral,,
2021-12-20,Affordable Internet Services Online  Inc.,Affordable Internet Services Online  Inc.,25655 Louisa Lane  Romoland  California 92585,Business/Group/Organization,12.9500,Montgomery County Green Central Committee,Media,Online Advertising,,Electronic Check,,Electoral,,
2022-09-12,New Blue Interactive,New Blue Interactive,5138 Newport Ave  Bethesda  Maryland 20816,Business/Group/Organization,31000.0000,Democratic Senate Caucus Committee  Maryland,Media,Online Advertising,,Check,Elfreth, Sarah Friends of,Electoral,Digital Advertising
2022-09-12,New Blue Interactive,New Blue Interactive,5138 Newport Ave  Bethesda  Maryland 20816,Business/Group/Organization,31000.0000,Democratic Senate Caucus Committee  Maryland,Media,Online Advertising,,Check,Gile, Dawn Committee to Elect,Electoral,Digital Advertising
2022-09-12,New Blue Interactive,New Blue Interactive,5138 Newport Ave  Bethesda  Maryland 20816,Business/Group/Organization,59107.0000,Democratic Senate Caucus Committee  Maryland,Media,Online Advertising,,Check,Klausmeier, Kathy Friends Of,Electoral,Digital Advertising
2022-09-12,New Blue Interactive,New Blue Interactive,5138 Newport Ave  Bethesda  Maryland 20816,Business/Group/Organization,59500.0000,Democratic Senate Caucus Committee  Maryland,Media,Online Advertising,,Check,Hester, Katie (Kathryn) Fry Friends of,Electoral,Digital Advertising
2022-10-04,Rising Campaigns,Rising Campaigns,1206 Hermitage Rd  Rock Hill  South Carolina 29732,Business/Group/Organization,2500.0000,Democratic Senate Caucus Committee  Maryland,Media,Media - Website Development,,Check,Gile, Dawn Committee to Elect,Electoral,Website Development
2022-09-29,Screen Strategies Media,Screen Strategies Media,11150 Fairfax Blvd  Ste 505  Fairfax  Virginia 22030,Business/Group/Organization,88250.0000,Democratic Senate Caucus Committee  Maryland,Media,Online Advertising,,Check,Gile, Dawn Committee to Elect,Electoral,Digital Advertising
2022-10-13,Screen Strategies Media,Screen Strategies Media,11150 Fairfax Blvd  Ste 505  Fairfax  Virginia 22030,Business/Group/Organization,15000.0000,Democratic Senate Caucus Committee  Maryland,Media,Online Advertising,,Check,James, M-D Friends Of,Electoral,Digital Advertising
2022-03-18,Squarespace,Squarespace,8 Clarkson St  New York  New York 10014,Business/Group/Organization,20.0000,Kindra  Samay Singh Friends of,Media,Media - Website Development,,Debit Card,,Electoral,,
2022-04-04,Squarespace,Squarespace,8 Clarkson St  New York  New York 10014,Business/Group/Organization,228.9600,Kindra  Samay Singh Friends of,Media,Media - Website Development,,Debit Card,,Electoral,,
2022-03-14,Harford's Heart,Harford's Heart,P.O. Box 1484  Bel Air  Maryland 21014,Business/Group/Organization,900.0000,Peisinger  Albert Friends of,Media,Book/Brochure Advertising,,Check,,Electoral,,
2021-11-01,Facebook,Facebook/Meta,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,900.0000,Franchot  Peter Friends Of,Media,Online Advertising,,Debit Card,,Electoral,,
2021-11-04,Facebook,Facebook/Meta,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,355.9600,Franchot  Peter Friends Of,Media,Online Advertising,,Debit Card,,Electoral,,
2021-10-18,Q Media,Q Media,545 N. Boyd Street  Winter Garden  Florida 34787,Business/Group/Organization,900.0000,Franchot  Peter Friends Of,Media,Online Advertising,,Debit Card,,Electoral,,
2022-05-31,PunchBowl,PunchBowl,50 Speen Street  Suite 202   Framington  Massachusetts 01701,Business/Group/Organization,34.9900,Funderburk  John Friends of,Media,Online Advertising,,Debit Card,,Electoral,,
2022-04-30,Facebook,Facebook/Meta,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,277.0000,Funderburk  John Friends of,Media,Online Advertising,,Debit Card,,Electoral,,
2022-05-28,Facebook,Facebook/Meta,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,280.0000,Funderburk  John Friends of,Media,Online Advertising,,Debit Card,,Electoral,,
2022-05-31,Facebook,Facebook/Meta,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,38.2900,Funderburk  John Friends of,Media,Online Advertising,,Debit Card,,Electoral,,
